,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,corsi_influence_on_player2,corsi_influence_on_player_1
2636,84757628477365,2021,Forbort-Clifton,BOS,pairing,5on5,58,31968.0,190.0,0.55,0.55,0.56,270.98,20.49,16.95,65.69,8.64,147.39,113.55,19.74,20.75,19.95,295.0,88.0,95.0,478.0,25.0,19.0,4.0,85.0,5.0,110.0,139.0,270.0,358.0,38.0,87.0,260.0,327.0,59.0,56.0,315.0,50.0,18.0,9.15,6.11,5.24,12.0,7.0,6.0,485.73,383.0,389.48,25.0,3.48,4.1,4.1,19.21,19.46,19.19,206.72,16.57,13.69,50.22,7.05,123.02,87.84,16.15,16.61,16.17,196.0,108.0,91.0,395.0,20.0,14.0,3.0,58.0,10.0,96.0,106.0,176.0,284.0,39.0,87.0,223.0,335.0,74.0,77.0,239.0,50.0,15.0,6.65,5.84,4.08,9.0,6.0,5.0,389.84,304.0,301.2,41.0,2.82,3.08,3.08,15.91,15.8,15.63,8475762,8477365,,0.025501139504436776,0.07702464024090111
2637,84740278478500,2021,Provorov-Braun,PHI,pairing,5on5,56,46611.0,112.0,0.46,0.46,0.46,345.52,29.42,22.69,82.96,11.35,185.06,140.52,28.6,29.18,28.37,357.0,115.0,168.0,640.0,28.0,28.0,7.0,81.0,9.0,131.0,195.0,329.0,444.0,53.0,118.0,445.0,277.0,61.0,99.0,353.0,87.0,32.0,9.81,10.51,9.1,13.0,7.0,8.0,633.13,472.0,467.36,71.0,4.7,5.61,5.76,28.36,28.14,27.8,403.86,34.43,26.71,94.42,12.69,225.02,166.72,33.35,35.01,33.9,407.0,153.0,200.0,760.0,30.0,26.0,3.0,102.0,15.0,182.0,205.0,377.0,530.0,53.0,118.0,386.0,299.0,75.0,109.0,404.0,126.0,30.0,11.47,14.47,8.49,16.0,6.0,8.0,773.96,560.0,567.87,61.0,5.53,5.73,6.09,33.87,34.41,33.75,8474027,8478500,,-0.020583787465939973,0.0
2638,84740568477435,2021,Graves-Subban,NJD,pairing,5on5,62,14567.0,420.0,0.49,0.5,0.5,128.05,11.05,8.33,29.74,4.13,71.05,52.71,10.71,10.99,10.64,132.0,45.0,58.0,235.0,8.0,9.0,2.0,34.0,9.0,45.0,72.0,124.0,169.0,12.0,24.0,98.0,69.0,50.0,39.0,135.0,31.0,11.0,3.99,4.04,3.02,1.0,4.0,3.0,232.28,177.0,175.17,24.0,1.72,2.48,2.48,10.29,10.23,10.1,126.1,11.54,8.33,29.54,4.02,69.09,51.49,11.13,11.7,11.29,132.0,42.0,58.0,232.0,16.0,9.0,4.0,34.0,5.0,51.0,59.0,116.0,158.0,15.0,30.0,133.0,95.0,34.0,40.0,128.0,32.0,14.0,3.62,3.88,4.04,8.0,3.0,5.0,235.81,174.0,177.26,15.0,1.72,2.14,2.14,11.11,11.15,10.98,8474056,8477435,,-0.012245291161873118,-0.01238858098579998
2643,84774998478500,2021,Provorov-Ristolainen,PHI,pairing,5on5,48,4679.0,356.0,0.44,0.49,0.52,52.19,4.63,3.28,12.15,1.68,27.74,22.52,4.61,4.67,4.66,54.0,18.0,12.0,84.0,4.0,0.0,0.0,18.0,1.0,19.0,30.0,50.0,68.0,7.0,14.0,31.0,31.0,6.0,10.0,50.0,17.0,5.0,1.33,1.91,1.38,2.0,0.0,2.0,82.81,72.0,71.57,5.0,0.68,0.0,0.1,5.21,5.26,5.25,50.26,5.9,3.72,11.0,1.55,25.96,18.87,5.61,5.97,5.68,48.0,19.0,19.0,86.0,5.0,6.0,1.0,14.0,1.0,14.0,27.0,43.0,62.0,10.0,20.0,17.0,25.0,8.0,17.0,40.0,19.0,8.0,1.36,2.24,2.3,2.0,1.0,2.0,87.41,67.0,68.03,9.0,0.79,1.66,1.66,5.02,5.07,4.89,8477499,8478500,,0.021088493928255736,0.032068310077062456
2646,84769318479388,2021,Mccabe-Stillman,CHI,pairing,5on5,28,5384.0,216.0,0.31,0.35,0.33,27.52,2.12,1.87,6.25,0.9,17.08,11.79,2.09,2.11,2.08,28.0,12.0,16.0,56.0,7.0,0.0,0.0,6.0,0.0,15.0,12.0,21.0,33.0,3.0,6.0,38.0,56.0,7.0,15.0,29.0,11.0,0.0,0.8,1.32,0.0,3.0,4.0,0.0,54.67,40.0,39.12,11.0,0.39,0.0,0.0,2.5,2.49,2.46,58.5,4.78,3.83,14.5,1.87,31.8,24.23,4.62,4.92,4.75,62.0,19.0,25.0,106.0,7.0,8.0,3.0,10.0,1.0,26.0,29.0,55.0,74.0,4.0,8.0,41.0,37.0,10.0,8.0,64.0,10.0,7.0,1.78,1.19,1.81,2.0,3.0,2.0,108.87,81.0,82.76,7.0,0.79,1.74,1.74,3.82,3.9,3.85,8476931,8479388,,-0.06874096923451584,-0.08597906660373694
2648,84768858480878,2021,Trouba-Lundkvist,NYR,pairing,5on5,19,912.0,146.0,0.42,0.4,0.38,7.52,0.91,0.58,1.66,0.26,3.81,2.78,0.9,0.92,0.9,4.0,6.0,4.0,14.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,3.0,9.0,3.0,6.0,1.0,11.0,2.0,4.0,8.0,1.0,1.0,0.24,0.17,0.5,0.0,0.0,1.0,14.37,10.0,10.11,4.0,0.12,0.5,0.5,0.53,0.54,0.54,11.99,1.25,0.83,2.89,0.38,6.26,4.39,1.24,1.25,1.24,12.0,4.0,5.0,21.0,1.0,2.0,0.0,1.0,1.0,6.0,5.0,11.0,15.0,3.0,6.0,1.0,8.0,2.0,2.0,9.0,7.0,0.0,0.31,0.94,0.0,0.0,1.0,0.0,20.75,16.0,15.72,0.0,0.17,0.13,0.13,1.29,1.29,1.29,8476885,8480878,,-0.02102725839152958,-0.09093128800943995
2650,84773848478469,2021,Chabot-Brown,OTT,pairing,5on5,28,1703.0,204.0,0.49,0.51,0.54,18.92,1.72,1.31,4.06,0.59,10.71,7.62,1.69,1.76,1.74,23.0,3.0,6.0,32.0,1.0,1.0,0.0,5.0,0.0,11.0,8.0,22.0,25.0,0.0,0.0,4.0,26.0,3.0,5.0,19.0,6.0,1.0,0.73,0.74,0.25,0.0,1.0,0.0,32.27,26.0,26.63,4.0,0.27,0.25,0.25,1.74,1.77,1.74,15.84,1.81,1.16,3.65,0.49,8.72,6.16,1.71,1.78,1.68,12.0,10.0,9.0,31.0,1.0,4.0,1.0,1.0,1.0,8.0,7.0,11.0,21.0,2.0,4.0,7.0,12.0,1.0,6.0,15.0,5.0,2.0,0.46,0.57,0.79,0.0,0.0,1.0,30.64,22.0,21.56,4.0,0.24,1.12,0.97,1.09,1.07,1.02,8477384,8478469,,0.010229641715772897,0.04186533037596868
2651,84716778480069,2021,Johnson-Makar,COL,pairing,5on5,60,7762.0,545.0,0.46,0.46,0.45,66.49,5.8,4.57,15.87,2.28,36.07,27.41,5.65,5.88,5.73,71.0,21.0,26.0,118.0,4.0,8.0,0.0,18.0,1.0,25.0,36.0,67.0,88.0,8.0,18.0,40.0,51.0,18.0,23.0,66.0,24.0,2.0,1.89,3.25,0.67,1.0,2.0,1.0,121.13,92.0,94.32,14.0,0.94,1.12,1.12,5.62,5.73,5.64,79.48,6.78,5.22,19.38,2.69,44.23,32.69,6.6,6.75,6.56,82.0,29.0,29.0,140.0,5.0,6.0,0.0,23.0,0.0,30.0,47.0,77.0,106.0,9.0,18.0,54.0,55.0,18.0,19.0,80.0,25.0,6.0,2.34,2.94,1.51,2.0,3.0,0.0,136.04,111.0,108.99,9.0,1.07,1.0,1.0,6.86,6.79,6.68,8471677,8480069,,-0.10950864255001164,-0.0337449942906769
2652,84740138474090,2021,Cole-Smith,CAR,pairing,5on5,34,19508.0,132.0,0.6,0.6,0.6,168.6,14.59,11.53,39.48,5.4,95.05,68.94,13.98,14.85,14.22,165.0,70.0,82.0,317.0,11.0,16.0,4.0,35.0,8.0,85.0,80.0,154.0,224.0,33.0,75.0,168.0,176.0,37.0,56.0,179.0,42.0,14.0,5.05,5.34,4.21,3.0,5.0,3.0,324.68,235.0,238.01,18.0,2.37,4.51,4.19,12.77,12.93,12.71,113.27,9.61,7.39,26.21,3.71,62.42,46.65,9.39,9.42,9.21,99.0,57.0,55.0,211.0,9.0,5.0,0.0,18.0,9.0,53.0,62.0,90.0,147.0,19.0,47.0,155.0,198.0,31.0,56.0,119.0,28.0,9.0,3.77,3.44,2.4,4.0,4.0,1.0,208.3,156.0,154.16,39.0,1.53,1.01,1.01,10.13,9.97,9.8,8474013,8474090,,0.06927521642842771,0.028664830771964023
2656,84768698476958,2021,Slavin-Skjei,CAR,pairing,5on5,59,3444.0,395.0,0.37,0.46,0.46,24.96,1.76,1.59,4.99,0.76,14.28,11.62,1.76,1.82,1.81,24.0,11.0,11.0,46.0,1.0,1.0,0.0,5.0,1.0,7.0,20.0,23.0,34.0,4.0,11.0,8.0,21.0,6.0,10.0,26.0,9.0,0.0,0.79,0.97,0.0,0.0,1.0,0.0,47.14,35.0,35.9,5.0,0.32,0.04,0.04,2.06,2.11,2.1,30.77,2.99,2.09,6.84,0.99,16.23,11.87,2.85,2.99,2.85,29.0,12.0,13.0,54.0,0.0,5.0,0.0,6.0,3.0,11.0,16.0,29.0,41.0,0.0,0.0,2.0,23.0,4.0,11.0,29.0,8.0,4.0,1.0,1.02,0.98,0.0,0.0,0.0,53.51,41.0,40.52,5.0,0.43,1.01,1.01,2.41,2.39,2.34,8476869,8476958,,-0.1042596348884382,-0.09372172326016998
2658,84740318478425,2021,Guhle-Shattenkirk,ANA,pairing,5on5,5,1121.0,28.0,0.58,0.5,0.53,6.46,0.52,0.47,1.67,0.23,3.69,2.43,0.5,0.48,0.47,8.0,1.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,8.0,1.0,2.0,12.0,9.0,1.0,4.0,6.0,3.0,0.0,0.16,0.36,0.0,0.0,1.0,0.0,11.29,9.0,8.52,2.0,0.1,0.0,0.0,0.61,0.58,0.56,5.23,0.37,0.38,1.32,0.21,3.19,2.52,0.37,0.39,0.39,5.0,3.0,4.0,12.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,8.0,1.0,2.0,3.0,9.0,3.0,0.0,7.0,1.0,0.0,0.27,0.1,0.0,0.0,0.0,0.0,12.7,8.0,8.41,0.0,0.08,0.0,0.0,0.45,0.47,0.47,8474031,8478425,,0.06395319890465523,0.040554614157256086
2660,84746028480796,2021,Fehervary-Schultz,WSH,pairing,5on5,52,5792.0,394.0,0.51,0.53,0.5,46.52,3.87,3.15,11.45,1.68,26.63,20.22,3.67,3.76,3.57,44.0,23.0,32.0,99.0,4.0,5.0,0.0,7.0,1.0,20.0,30.0,40.0,63.0,6.0,12.0,42.0,44.0,6.0,9.0,53.0,11.0,3.0,1.68,1.44,0.75,4.0,0.0,0.0,95.94,67.0,65.34,6.0,0.66,1.16,0.75,3.77,3.65,3.58,46.22,3.67,3.06,10.85,1.59,26.42,20.42,3.51,3.74,3.58,47.0,19.0,22.0,88.0,2.0,5.0,0.0,9.0,1.0,22.0,27.0,45.0,64.0,5.0,10.0,33.0,53.0,18.0,17.0,49.0,15.0,2.0,1.38,1.84,0.44,1.0,1.0,0.0,91.0,66.0,68.31,11.0,0.62,0.66,0.66,3.63,3.7,3.56,8474602,8480796,,0.04304437523817034,0.02187649841249273
2664,84717358478500,2021,Provorov-Yandle,PHI,pairing,5on5,56,3161.0,435.0,0.44,0.49,0.48,28.61,2.23,1.91,7.03,0.95,15.72,12.16,2.21,2.21,2.19,26.0,14.0,14.0,54.0,2.0,0.0,0.0,11.0,2.0,11.0,14.0,24.0,38.0,1.0,2.0,24.0,13.0,11.0,7.0,31.0,8.0,1.0,0.97,1.05,0.21,0.0,2.0,0.0,52.16,40.0,39.08,4.0,0.4,0.0,0.0,2.63,2.6,2.57,30.99,2.78,2.03,6.89,0.97,17.27,13.06,2.73,2.88,2.83,33.0,10.0,14.0,57.0,4.0,1.0,0.0,10.0,3.0,14.0,11.0,29.0,39.0,1.0,2.0,22.0,20.0,3.0,4.0,29.0,13.0,1.0,0.95,1.5,0.33,1.0,3.0,0.0,59.07,43.0,44.24,3.0,0.42,0.33,0.33,2.86,2.93,2.92,8471735,8478500,,0.02072259686821354,0.042542120712533715
2665,84769318482192,2021,Mccabe-Phillips,CHI,pairing,5on5,3,889.0,17.0,0.53,0.5,0.48,7.49,0.64,0.49,1.96,0.24,3.91,2.76,0.63,0.67,0.66,4.0,6.0,5.0,15.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,10.0,2.0,4.0,8.0,8.0,2.0,2.0,6.0,4.0,0.0,0.14,0.5,0.0,0.0,0.0,0.0,15.84,10.0,10.38,2.0,0.1,0.0,0.0,0.74,0.77,0.77,7.66,0.57,0.56,1.53,0.24,4.59,3.51,0.57,0.56,0.56,5.0,6.0,4.0,15.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,10.0,1.0,2.0,3.0,9.0,1.0,3.0,11.0,0.0,0.0,0.57,0.0,0.0,1.0,0.0,0.0,14.52,11.0,10.75,2.0,0.12,0.0,0.0,0.69,0.67,0.67,8476931,8482192,,-0.07297157622739026,0.07081311329753182
2666,84769068479345,2021,Gostisbehere-Chychrun,ARI,pairing,5on5,41,3059.0,329.0,0.41,0.49,0.51,29.4,2.4,2.0,6.68,0.97,15.49,12.47,2.29,2.39,2.29,28.0,12.0,12.0,52.0,2.0,3.0,0.0,9.0,0.0,10.0,16.0,26.0,38.0,0.0,0.0,12.0,19.0,4.0,7.0,32.0,6.0,2.0,0.98,0.89,0.53,1.0,1.0,0.0,50.05,40.0,38.57,4.0,0.41,0.64,0.64,2.16,2.13,2.11,29.52,3.48,2.17,6.78,0.93,14.63,11.0,3.3,3.66,3.47,31.0,8.0,16.0,55.0,3.0,5.0,1.0,7.0,4.0,5.0,15.0,28.0,36.0,2.0,4.0,19.0,17.0,7.0,6.0,24.0,10.0,5.0,0.83,1.3,1.35,1.0,0.0,2.0,58.13,39.0,41.38,2.0,0.46,1.13,1.13,2.81,2.96,2.93,8476906,8479345,,0.021250562119291938,0.05182622504537204
2667,84745658475188,2021,Mcnabb-Pietrangelo,VGK,pairing,5on5,61,9472.0,443.0,0.54,0.52,0.53,83.41,7.57,6.1,20.08,2.81,46.17,34.28,7.27,7.56,7.26,84.0,33.0,38.0,155.0,6.0,12.0,1.0,15.0,1.0,47.0,36.0,78.0,111.0,12.0,27.0,55.0,73.0,22.0,21.0,82.0,28.0,7.0,2.21,3.45,1.91,2.0,1.0,3.0,158.16,117.0,117.73,5.0,1.26,1.76,1.76,7.07,7.08,6.93,76.39,6.58,5.14,18.47,2.62,40.22,31.97,6.5,6.74,6.65,80.0,25.0,37.0,142.0,8.0,6.0,0.0,9.0,3.0,33.0,46.0,72.0,97.0,7.0,17.0,65.0,103.0,31.0,12.0,77.0,21.0,7.0,2.17,2.57,1.84,3.0,3.0,2.0,142.59,105.0,106.25,3.0,1.06,0.92,0.92,6.73,6.87,6.83,8474565,8475188,,0.011598137306180312,-0.022322935059839177
2668,84746978476988,2021,Borowiecki-Benning,NSH,pairing,5on5,43,19596.0,166.0,0.54,0.51,0.51,150.08,12.29,10.39,34.48,5.02,86.33,62.48,12.0,12.31,12.03,145.0,66.0,62.0,273.0,6.0,10.0,3.0,39.0,6.0,69.0,81.0,139.0,205.0,33.0,84.0,146.0,248.0,30.0,38.0,164.0,39.0,8.0,5.33,4.74,2.21,0.0,5.0,1.0,272.42,211.0,209.87,24.0,2.15,2.31,2.31,12.13,12.11,11.96,142.97,10.45,9.42,34.17,4.74,81.88,61.34,10.14,10.66,10.34,147.0,55.0,64.0,266.0,19.0,6.0,1.0,39.0,4.0,59.0,75.0,128.0,183.0,29.0,75.0,139.0,169.0,35.0,38.0,164.0,33.0,5.0,5.05,3.91,1.48,10.0,7.0,2.0,269.39,202.0,203.94,22.0,1.95,1.23,1.23,11.17,11.42,11.11,8474697,8476988,,0.015800207192541105,0.06163536565678307
2671,84800548480860,2021,Bahl-Walsh,NJD,pairing,5on5,1,689.0,2.0,0.61,0.64,0.65,7.75,0.79,0.47,1.96,0.27,4.27,3.25,0.75,0.79,0.76,10.0,1.0,3.0,14.0,1.0,1.0,0.0,1.0,0.0,3.0,5.0,9.0,10.0,0.0,0.0,8.0,2.0,0.0,0.0,7.0,3.0,1.0,0.2,0.28,0.31,0.0,1.0,0.0,13.64,11.0,10.82,0.0,0.1,0.31,0.31,0.57,0.59,0.56,4.63,0.5,0.37,1.03,0.16,2.31,1.64,0.5,0.49,0.49,5.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,6.0,1.0,2.0,5.0,7.0,0.0,1.0,5.0,0.0,1.0,0.21,0.0,0.29,0.0,0.0,0.0,8.14,6.0,6.04,1.0,0.08,0.0,0.0,0.57,0.57,0.57,8480054,8480860,,0.17838739706408885,0.069913043478261
2672,84745688475171,2021,Ekman-Larsson-Schenn,VAN,pairing,5on5,37,4688.0,303.0,0.66,0.53,0.58,42.9,3.84,2.95,10.14,1.45,24.46,18.16,3.78,4.0,3.94,48.0,13.0,19.0,80.0,8.0,3.0,2.0,7.0,1.0,17.0,25.0,40.0,53.0,3.0,6.0,35.0,39.0,8.0,12.0,42.0,17.0,2.0,1.21,2.06,0.57,3.0,3.0,2.0,82.06,61.0,63.18,5.0,0.61,0.27,0.27,4.19,4.33,4.29,32.23,1.97,1.98,7.64,1.01,18.19,14.22,1.96,1.86,1.85,32.0,13.0,25.0,70.0,1.0,0.0,0.0,5.0,0.0,17.0,22.0,31.0,44.0,3.0,6.0,27.0,32.0,7.0,11.0,37.0,8.0,0.0,0.95,1.02,0.0,0.0,1.0,0.0,67.67,45.0,42.81,8.0,0.4,0.0,0.0,2.37,2.24,2.23,8474568,8475171,,0.04233946728214094,0.032564083865086635
2677,84768748478911,2021,Maatta-Roy,LAK,pairing,5on5,46,29888.0,137.0,0.51,0.53,0.55,272.98,22.04,17.26,67.71,9.0,149.87,113.12,21.19,22.07,21.25,281.0,98.0,110.0,489.0,20.0,22.0,5.0,86.0,9.0,122.0,120.0,261.0,359.0,26.0,59.0,247.0,192.0,45.0,71.0,299.0,54.0,26.0,8.11,6.34,7.59,5.0,7.0,8.0,492.64,379.0,381.99,54.0,3.58,5.39,6.07,19.54,19.72,19.31,231.17,20.88,15.73,54.8,7.47,123.39,92.72,19.8,20.68,19.6,223.0,92.0,116.0,431.0,14.0,20.0,1.0,46.0,7.0,99.0,129.0,209.0,301.0,31.0,65.0,220.0,248.0,44.0,64.0,220.0,73.0,22.0,6.37,8.84,5.68,5.0,7.0,2.0,429.23,315.0,312.34,37.0,3.27,4.5,4.5,19.66,19.45,19.03,8476874,8478911,,-0.0523183571873056,0.0
2679,84773468477462,2021,Hagg-Weegar,FLA,pairing,5on5,13,759.0,99.0,0.26,0.43,0.42,6.84,0.37,0.45,1.54,0.19,4.36,3.08,0.37,0.37,0.37,8.0,2.0,3.0,13.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,8.0,10.0,0.0,0.0,3.0,6.0,4.0,0.0,8.0,2.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,13.12,10.0,10.03,0.0,0.09,0.0,0.0,0.45,0.46,0.45,10.15,1.02,0.7,2.45,0.34,5.57,3.92,0.97,1.06,1.0,9.0,5.0,3.0,17.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,9.0,14.0,3.0,6.0,2.0,6.0,3.0,4.0,10.0,2.0,2.0,0.27,0.27,0.48,0.0,0.0,0.0,17.79,14.0,14.41,4.0,0.15,0.25,0.25,0.92,0.95,0.94,8477346,8477462,,-0.040578748713256285,-0.15126481730416724
2682,84769068481599,2021,Gostisbehere-Soderstrom,ARI,pairing,5on5,12,3789.0,60.0,0.51,0.4,0.4,22.35,2.06,1.61,5.08,0.76,12.27,9.21,2.04,2.0,1.97,22.0,9.0,9.0,40.0,1.0,1.0,1.0,7.0,3.0,7.0,12.0,21.0,30.0,4.0,11.0,22.0,13.0,8.0,8.0,23.0,6.0,2.0,0.81,0.78,0.47,0.0,0.0,1.0,37.64,31.0,29.66,2.0,0.33,0.24,0.24,2.16,2.08,2.07,32.3,2.0,1.95,7.91,1.05,18.83,14.26,1.94,1.99,1.93,31.0,15.0,15.0,61.0,2.0,2.0,0.0,3.0,2.0,19.0,18.0,29.0,44.0,5.0,13.0,36.0,29.0,11.0,7.0,39.0,5.0,2.0,1.01,0.53,0.46,1.0,0.0,1.0,61.43,46.0,46.14,1.0,0.4,0.36,0.36,2.03,2.01,1.96,8476906,8481599,,-0.013684722357288737,-0.04182554021825541
2683,84709668476457,2021,Giordano-Larsson,SEA,pairing,5on5,42,12791.0,246.0,0.4,0.5,0.51,90.88,5.45,5.56,22.52,3.01,54.8,40.66,5.36,5.54,5.45,86.0,46.0,52.0,184.0,5.0,1.0,1.0,24.0,1.0,42.0,59.0,81.0,127.0,8.0,16.0,109.0,59.0,15.0,30.0,114.0,17.0,1.0,3.09,2.13,0.24,3.0,2.0,0.0,183.7,132.0,131.9,15.0,1.14,0.18,0.18,6.4,6.5,6.4,94.44,8.07,6.57,22.05,3.04,51.99,37.27,7.93,8.21,8.07,94.0,35.0,52.0,181.0,13.0,9.0,3.0,21.0,5.0,29.0,52.0,81.0,116.0,11.0,22.0,112.0,103.0,19.0,40.0,95.0,28.0,6.0,2.89,3.25,1.94,5.0,4.0,4.0,186.36,129.0,132.72,25.0,1.36,1.34,1.34,8.1,8.27,8.13,8470966,8476457,,0.0,-0.03651494057724958
2685,84757478482073,2021,Nemeth-Schneider,NYR,pairing,5on5,28,21289.0,79.0,0.37,0.42,0.42,132.21,9.45,8.93,30.44,4.25,76.82,56.1,9.33,9.5,9.38,131.0,55.0,72.0,258.0,14.0,4.0,1.0,34.0,2.0,53.0,79.0,117.0,172.0,18.0,36.0,126.0,214.0,41.0,44.0,151.0,30.0,5.0,4.23,3.95,1.27,6.0,7.0,1.0,258.91,186.0,186.93,30.0,1.82,0.7,0.7,10.58,10.62,10.5,186.13,15.97,13.14,43.67,6.17,104.77,76.27,15.27,16.13,15.42,192.0,68.0,95.0,355.0,15.0,22.0,3.0,32.0,3.0,98.0,90.0,177.0,245.0,11.0,22.0,143.0,207.0,49.0,50.0,192.0,51.0,17.0,5.23,6.35,4.4,5.0,6.0,4.0,356.34,260.0,260.4,20.0,2.72,4.23,4.17,14.53,14.67,14.41,8475747,8482073,,0.0,0.01622813176525656
2687,84751718477359,2021,Ekman-Larsson-Poolman,VAN,pairing,5on5,28,5293.0,190.0,0.55,0.49,0.52,42.57,2.87,2.46,10.25,1.35,24.85,18.21,2.81,2.86,2.8,50.0,10.0,12.0,72.0,1.0,2.0,0.0,8.0,1.0,20.0,28.0,49.0,59.0,5.0,18.0,47.0,37.0,10.0,6.0,49.0,9.0,2.0,1.19,1.08,0.6,1.0,0.0,0.0,72.69,60.0,60.63,5.0,0.5,0.6,0.6,2.77,2.78,2.77,38.6,2.34,2.48,8.96,1.2,22.79,17.23,2.25,2.29,2.21,45.0,10.0,21.0,76.0,0.0,1.0,0.0,11.0,0.0,16.0,27.0,45.0,55.0,8.0,16.0,29.0,26.0,7.0,6.0,45.0,10.0,0.0,1.16,1.18,0.0,0.0,0.0,0.0,74.47,55.0,54.26,4.0,0.5,0.18,0.18,2.66,2.61,2.53,8475171,8477359,,0.0,0.0
2689,84801968480807,2021,Samuelsson-Bryson,BUF,pairing,5on5,31,10176.0,164.0,0.43,0.48,0.45,67.54,5.17,4.55,15.61,2.1,38.52,28.04,5.13,5.26,5.21,81.0,13.0,37.0,131.0,13.0,2.0,1.0,17.0,2.0,27.0,33.0,68.0,81.0,8.0,16.0,70.0,49.0,32.0,27.0,73.0,19.0,2.0,2.03,2.6,0.54,8.0,4.0,1.0,130.35,94.0,94.44,15.0,0.94,0.32,0.32,5.79,5.86,5.81,80.74,6.73,5.27,19.61,2.73,45.83,33.84,6.54,6.8,6.6,76.0,38.0,29.0,143.0,8.0,5.0,1.0,20.0,5.0,30.0,46.0,68.0,106.0,8.0,16.0,68.0,69.0,16.0,31.0,92.0,16.0,6.0,3.07,1.97,1.69,4.0,2.0,2.0,143.92,114.0,114.26,21.0,1.09,0.81,0.81,7.0,7.05,6.97,8480196,8480807,,0.0,-0.011684294155618502
